영화명,매출액,관객수,대표국적,배급사,제작국가,감독,장르1,장르2,장르3,장르4,장르5,장르6,장르7
테이큰 2,17581098553,2308596,0,1.6,프랑스,올리비에 메가턴,멜로/로맨스,코미디,,,,,
음란서생,14944528700,2304365,3,2.6,한국,김대우,공포(호러),미스터리,스릴러,드라마,,,
메이즈 러너: 데스 큐어,18902975104,2299751,2,1.6,미국,웨스 볼,코미디,드라마,,,,,
황금 나침반,14566840000,2297587,2,2,미국,크리스 웨이츠,드라마,멜로/로맨스,,,,,
맘마미아!2,19609147003,2294043,2,1.4,미국,올 파커,SF,드라마,,,,,
이글 아이,14869812500,2292172,2,2.6,미국,D.J. 카루소,어드벤처,드라마,판타지,,,,
내 생애 가장 아름다운 일주일,14710541000,2290709,3,2.6,한국,민규동,코미디,드라마,,,,,
하녀,17038639000,2267556,3,(주)싸이더스,한국,임상수,스릴러,,,,,,
컨저링,16353225777,2262758,2,2.2,미국,제임스 완,사극,,,,,,
배트맨 대 슈퍼맨: 저스티스의 시작,18906246428,2256913,2,2.2,미국,잭 스나이더,액션,,,,,,
레디 플레이어 원,19933108071,2254430,2,2.2,미국,0.2,애니메이션,어드벤처,코미디,판타지,,,
나잇&데이,16777869600,2243484,2,1.6,미국,제임스 맨골드,공포(호러),미스터리,스릴러,,,,
7광구,19391653500,2242510,3,3,한국,김지훈,액션,스릴러,,,,,
배틀쉽,16545921500,2241687,2,1.4,미국,피터 버그,스릴러,멜로/로맨스,,,,,
슈렉 포에버,22809145100,2223851,2,2.6,미국,마이크 미첼,드라마,코미디,미스터리,,,,
,,,0,,,,판타지,멜로/로맨스,스릴러,,,,
킹콩,13690627700,2211462,2,1,미국,피터 잭슨,범죄,스릴러,액션,,,,
박쥐,14835490500,2205600,3,2.6,"한국,미국,호주",박찬욱,판타지,멜로/로맨스,,,,,
007 퀀텀 오브 솔러스,14389307000,2205159,2,1.7,미국,마크 포스터,액션,어드벤처,드라마,SF,,,
마당을 나온 암탉,14668226000,2201273,3,2,한국,"오성윤,민성아",사극,,,,,,
악의 연대기,17361815332,2192525,3,3,한국,백운학,스릴러,범죄,,,,,
강남 1970,17718699499,2192276,3,2.9,한국,유하,어드벤처,드라마,판타지,,,,
맨 오브 스틸,17092964063,2182227,2,2.2,미국,잭 스나이더,코미디,,,,,,
용의자,15629492500,2176752,3,2.9,한국,원신연,멜로/로맨스,액션,,,,,
로건,18391060223,2169109,2,1.6,미국,제임스 맨골드,코미디,멜로/로맨스,,,,,
원더 우먼,17468588886,2165401,2,2.2,미국,팻티 젠킨스,어드벤처,드라마,,,,,
이상한 나라의 앨리스,20334399500,2147012,2,1.7,영국,크리스토퍼 휠든,드라마,코미디,가족,,,,
,,,0,,,,사극,,,,,,
나의 사랑 나의 신부,16636404305,2141155,3,씨네그루(주)다우기술,한국,임찬상,코미디,,,,,,
겟 아웃,17431830075,2138174,2,1.4,미국,조던 필레,액션,스릴러,미스터리,어드벤처,,,
바르게 살자,13944930000,2135606,3,2.6,한국,라희찬,멜로/로맨스,드라마,,,,,
내 사랑 내 곁에,15584755500,2135509,3,2.6,한국,박진표,액션,,,,,,
초능력자,15374489000,2130606,3,2.8,한국,김민석,어드벤처,코미디,액션,,,,
호빗: 스마우그의 폐허,16564184549,2115878,2,2.2,"미국,뉴질랜드",피터 잭슨,액션,어드벤처,판타지,,,,
굿바이 싱글,16912706195,2108273,3,2.9,한국,김태곤,범죄,,,,,,
몽타주,15002458500,2095592,3,2.8,한국,정근섭,드라마,,,,,,
명당,17894141524,2086384,3,1.1,한국,박희곤,공포(호러),,,,,,
논스톱,16066549940,2084482,2,2.8,"미국,프랑스",자움 콜렛 세라,판타지,드라마,멜로/로맨스,,,,
장화신은 고양이,17602643500,2080445,2,3,미국,크리스 밀러,공포(호러),,,,,,
극락도 살인사건,13328932000,2079989,3,"(주)엠케이픽처스 ,(주)두엔터테인먼트",한국,2.4,스릴러,,,,,,
인투 더 스톰,16157166332,2078698,2,2.2,미국,스티븐 쿼일,범죄,드라마,,,,,
"달콤, 살벌한 연인",13426707100,2077590,3,2.6,한국,손재곤,애니메이션,,,,,,
박수칠 때 떠나라,13181626500,2073641,3,2.1,한국,장진,미스터리,범죄,스릴러,,,,
이클립스,14945720000,2069246,2,2.8,미국,데이빗 슬레이드,드라마,코미디,,,,,
눈에는 눈 이에는 이,13410811500,2058616,3,2,한국,"곽경택,안권태",액션,,,,,,
뷰티 인사이드,16148479531,2053435,3,2.8,한국,백,미스터리,스릴러,사극,범죄,,,
혹성탈출: 종의 전쟁,16854482778,2051315,2,1.6,미국,맷 리브스,멜로/로맨스,코미디,,,,,
봉이 김선달,16227052642,2051277,3,3,한국,박대민,드라마,멜로/로맨스,,,,,
세븐 데이즈,13642111000,2036035,3,(주)프라임엔터테인먼트,한국,원신연,드라마,,,,,,
노아,15514373500,2026594,2,3,미국,대런 아로노프스키,멜로/로맨스,,,,,,
광식이 동생 광태,12808604009,2024424,3,(주)엠케이픽처스,한국,김현석,코미디,공포(호러),판타지,,,,
사랑,13446137500,2023174,3,2,한국,곽경택,드라마,,,,,,
,,,0,,,,범죄,스릴러,,,,,
쩨쩨한 로맨스,15338827000,2009586,3,2,한국,김정훈,멜로/로맨스,코미디,,,,,
레버넌트: 죽음에서 돌아온 자,16107360130,2007188,2,1.6,미국,알레한드로 곤잘레스 이냐리투,액션,범죄,스릴러,,,,
맨발의 기봉이,12239242400,2005180,3,2.9,한국,권수경,드라마,,,,,,
트로이,12777346000,2001293,2,2.2,미국,볼프강 페터젠,액션,어드벤처,SF,,,,
라스트 갓파더,14558299500,1998059,3,2.6,"한국,미국",심형래,다큐멘터리,,,,,,
본 얼티메이텀,13205549000,1992304,2,1.4,미국,폴 그린그래스,판타지,어드벤처,,,,,
남자가 사랑할 때,14510222300,1979311,3,2.8,한국,한동욱,액션,스릴러,,,,,
루시,16468076039,1974893,2,1.4,"미국,프랑스",뤽 베송,SF,,,,,,
박물관이 살아있다 2,12399745500,1972440,2,1.6,미국,숀 레비,액션,범죄,드라마,,,,
페르시아의 왕자: 시간의 모래,14483501000,1970823,2,1.7,미국,마이크 뉴웰,액션,어드벤처,범죄,스릴러,,,
협상,17028701166,1967149,3,3,한국,이종석,스릴러,,,,,,
,,,0,,,,판타지,,,,,,
어거스트 러쉬,12390878000,1935790,2,"(주)영화사 그램,2.6",미국,커스틴 쉐리단,멜로/로맨스,드라마,,,,,
애나벨 : 인형의 주인,15527492238,1934270,2,2.2,미국,데이비드 F. 샌드버그,SF,액션,,,,,
뉴 문,13851280000,1930895,2,2.8,미국,크리스 웨이츠,액션,,,,,,
컨저링 2,15759374229,1928605,2,2.2,미국,제임스 완,액션,어드벤처,판타지,SF,,,
혈의 누,12367486506,1926592,3,2.1,한국,김대승,스릴러,드라마,전쟁,,,,
내부자들: 디 오리지널,15742927260,1924720,3,2.9,한국,우민호,액션,어드벤처,코미디,,,,
터보,13116737000,1924414,2,3,미국,데이빗 소렌,드라마,,,,,,
,,,0,,,,범죄,액션,,,,,
천사와 악마,12541341000,1906687,2,1.7,미국,론 하워드,드라마,,,,,,
애자,13633710500,1901694,3,(주)시너지하우스 (시너지),한국,정기훈,스릴러,드라마,,,,,
수어사이드 스쿼드,15874111188,1898220,2,2.2,미국,데이비드 에이어,스릴러,,,,,,
그림자 살인,12659065000,1892467,3,2.6,한국,박대민,드라마,,,,,,
오늘의 연애,14924654487,1891993,3,3,한국,박진표,코미디,어드벤처,,,,,
"색, 계",12399090500,1888671,2,"(주)제이앤씨미디어그룹,2.6",미국,이안,드라마,,,,,,
글러브,13756104000,1887731,3,2.6,한국,1.6,드라마,액션,,,,,
내 머리 속의 지우개,11919939500,1885827,3,2.6,한국,0.1,드라마,스릴러,,,,,
귀신이 산다,11898748500,1875936,3,2.1,한국,김상진,드라마,판타지,,,,,
코리아,13448848500,1872681,3,3,한국,문현성,드라마,액션,스릴러,판타지,,,
아이들...,13579712500,1867849,3,2,한국,이규만,멜로/로맨스,,,,,,
연애의 온도,13798864446,1865195,3,2,한국,노덕,멜로/로맨스,코미디,,,,,
테이큰 3,15088105000,1860934,2,1.6,미국,올리비에 메가턴,액션,,,,,,
댄서의 순정,11674131000,1856759,3,쇼이스트(주),한국,박영훈,액션,코미디,,,,,
지.아이.조 2,14457048500,1855917,2,3,"미국,캐나다",존 추,코미디,드라마,,,,,
노무현입니다,14556517612,1855149,3,"CGV아트하우스,영화사 풀",한국,이창재,전쟁,코미디,드라마,,,,
퍼시 잭슨과 번개 도둑,13158158500,1846180,2,1.6,미국,크리스 콜럼버스,액션,드라마,스릴러,,,,
해결사,13844624000,1843404,3,"2.8,(주)에스비에스콘텐츠허브",카자흐스탄,아칸 사타예브,드라마,,,,,,
,,,0,,,,멜로/로맨스,코미디,드라마,,,,
,,,0,,,,드라마,멜로/로맨스,코미디,,,,
투모로우,11658584500,1830767,2,1.3,미국,롤랜드 에머리히,액션,어드벤처,,,,,
비열한 거리,11664597600,1829887,3,2.6,한국,유하,드라마,전쟁,,,,,
007 스펙터,14301476030,1820760,0,1.4,"영국,미국",샘 멘데스,코미디,,,,,,
악마를 보았다,13919416500,1817063,3,2.9,한국,김지운,SF,액션,판타지,,,,
신비한 동물들과 그린델왈드의 범죄,15643949720,1807662,2,2.2,미국,2,액션,어드벤처,판타지,,,,
아내가 결혼했다,12062180000,1799447,3,2.6,한국,정윤수,액션,어드벤처,판타지,,,,
엑스맨 : 최후의 전쟁,11275475200,1793310,2,1.6,미국,브렛 래트너,코미디,멜로/로맨스,드라마,,,,
분노의 질주: 더 맥시멈,13210338042,1790916,2,1.4,미국,저스틴 린,스릴러,,,,,,
저스티스 리그,14629677795,1786383,2,2.2,미국,잭 스나이더,멜로/로맨스,사극,,,,,
작전명 발키리,11875231500,1784165,2,1.6,"미국,독일",1,SF,드라마,어드벤처,,,,
차우,12531840500,1778843,3,2,한국,신정원,코미디,드라마,,,,,
우리 형,11090682500,1778607,3,2.6,한국,안권태,애니메이션,,,,,,
기술자들,13652480148,1778083,3,2,한국,김홍선,애니메이션,어드벤처,코미디,가족,,,
해리포터와 아즈카반의 죄수,10926127000,1775031,2,2.2,미국,알폰소 쿠아론,범죄,스릴러,,,,,
공범,12333110882,1766285,3,3,한국,국동석,드라마,,,,,,
나를 찾아줘,14017716731,1764233,2,1.6,미국,데이빗 핀처,코미디,어드벤처,액션,,,,
집으로 가는 길,12373339745,1763231,3,3,한국,방은진,공포(호러),스릴러,,,,,
걸리버 여행기,16441365500,1762071,2,1.6,미국,롭 레터맨,애니메이션,어드벤처,코미디,,,,
제보자,13515762802,1755181,3,1.1,한국,임순례,드라마,,,,,,
전설의 주먹,12777314500,1744585,3,3,한국,1.6,드라마,스릴러,,,,,
이미테이션 게임,13655929120,1743963,0,1.1,영국,모튼 틸덤,스릴러,드라마,범죄,액션,,,
벤자민 버튼의 시간은 거꾸로 간다,11427379500,1739997,2,"(주)일레븐엔터테인먼트,2.2",미국,데이빗 핀처,코미디,액션,멜로/로맨스,,,,
콘스탄틴,11164582000,1736163,2,2.2,미국,프란시스 로렌스,드라마,,,,,,
반창꼬,12459852719,1730535,3,2.8,한국,정기훈,범죄,드라마,,,,,
러브픽션,13200412500,1726202,3,2.8,한국,전계수,액션,SF,어드벤처,,,,
사생결단,10934307100,1724709,3,3,한국,최호,드라마,,,,,,
킬러의 보디가드,14020395800,1721757,2,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",미국,패트릭 휴즈,범죄,액션,,,,,
언터처블: 1%의 우정,12735040000,1720472,0,2.8,프랑스,"올리비에르 나카체,에릭 토레다노",사극,액션,,,,,
평양성,12684530500,1717566,3,2,한국,2.5,스릴러,액션,,,,,
샌 안드레아스,14435844152,1716455,2,2.2,미국,브래드 페이튼,액션,드라마,전쟁,,,,
파파로티,11825934000,1716429,3,2.9,한국,윤종찬,드라마,,,,,,
쎄시봉,13571515911,1715370,3,3,한국,김현석,드라마,,,,,,
바람피기 좋은 날,10738188900,1708973,3,2.1,한국,장문일,어드벤처,드라마,,,,,
쥬만지: 새로운 세계,13814936864,1708692,2,1.8,미국,제이크 캐스단,전쟁,액션,드라마,,,,
님은 먼 곳에,11205439000,1706037,3,2.9,"한국,태국",2.5,사극,,,,,,
색즉시공 시즌2,11431876000,1703097,3,2.6,한국,윤태윤,액션,드라마,전쟁,,,,
수퍼맨 리턴즈,10825645300,1702765,2,2.2,미국,1,액션,드라마,사극,,,,
토르: 천둥의 신,15985737000,1694562,2,3,미국,케네스 브래너,코미디,멜로/로맨스,,,,,
콩: 스컬 아일랜드,13990563383,1689717,2,2.2,미국,조던 복트-로버츠,코미디,드라마,,,,,
피끓는 청춘,11688382888,1676040,3,2,한국,이연우,미스터리,,,,,,
23 아이덴티티,13609648135,1675819,2,1.4,미국,M. 나이트 샤말란,가족,어드벤처,판타지,,,,
불꽃처럼 나비처럼,12302961500,1670652,3,2.9,한국,김용균,드라마,액션,,,,,
점퍼,10943088000,1665268,2,1.3,미국,더그 라이만,액션,코미디,,,,,
헬로우 고스트,12260693000,1663550,3,2.8,한국,김영탁,코미디,액션,,,,,
슈렉2,10798690500,1661916,2,2.6,미국,"캘리 애스버리,앤드류 아담슨,콘래드 베논",코미디,액션,범죄,,,,
아이스 에이지 4: 대륙 이동설,12291969704,1648110,2,1.6,미국,"스티브 마티노,마이크 트메이어",드라마,코미디,멜로/로맨스,,,,
공모자들,12240964500,1646142,3,"씨너스엔터테인먼트(주),타임스토리그룹(주)",한국,김홍선,범죄,드라마,스릴러,,,,
그대를 사랑합니다,12041827000,1645505,3,2.8,한국,1.3,액션,SF,,,,,
임금님의 사건수첩,12651193723,1635003,3,3,한국,문현성,코미디,,,,,,
고死 : 피의 중간고사,10300791000,1634192,3,에스케이텔레콤(주),한국,창,애니메이션,코미디,어드벤처,가족,,,
마다가스카3 : 이번엔 서커스다!,12521043500,1629799,2,3,미국,"에릭 다넬,톰 맥그라스,콘래드 베논",드라마,,,,,,
두근두근 내 인생,12291081634,1624601,3,3,한국,이재용,코미디,드라마,,,,,
블랙 스완,12484661500,1623310,2,1.6,미국,대런 아로노프스키,SF,,,,,,
분노의 질주: 언리미티드,12292868000,1621973,2,1.4,미국,저스틴 린,드라마,,,,,,
구세주,10087308700,1621131,3,쇼이스트(주),한국,김정우,액션,어드벤처,SF,,,,
우아한 거짓말,11728460300,1619188,3,CGV아트하우스,한국,이한,스릴러,액션,범죄,,,,
하울링,11765293500,1612554,3,3,한국,유하,코미디,,,,,,
스타트렉 다크니스,12964828000,1605271,2,3,미국,J.J. 에이브럼스,드라마,,,,,,
밀양,10266199000,1603799,3,2.1,한국,이창동,범죄,드라마,,,,,
무방비도시,10591149500,1600856,3,2.6,한국,이상기,애니메이션,,,,,,
창궐,13269070890,1598304,3,2.8,한국,1.9,SF,,,,,,
더 폰,12309164568,1593694,3,2.8,한국,김봉주,드라마,,,,,,
300: 제국의 부활,13395159700,1593116,2,2.2,미국,노암 머로,드라마,판타지,멜로/로맨스,,,,
라디오 스타,9860721500,1590666,3,2.1,한국,2.5,가족,코미디,판타지,,,,
위플래쉬,12656619045,1589032,2,2.9,미국,데이미언 셔젤,애니메이션,어드벤처,,,,,
라이프 오브 파이,15812506500,1588373,2,0.4,미국,이안,드라마,멜로/로맨스,,,,,
마이 웨이,11813839000,1586042,3,"에스케이플래닛(주),3",한국,강제규,액션,,,,,,
대호,12104808332,1584168,3,2.8,한국,박훈정,멜로/로맨스,드라마,,,,,
적벽대전:거대한 전쟁의 시작,10192112500,1570703,0,2.9,중국,오우삼,액션,범죄,스릴러,,,,
로빈 후드,11560588500,1570681,2,1.4,미국,0.3,드라마,액션,,,,,
청춘만화,9785168000,1567514,3,2.9,한국,이한,드라마,액션,,,,,
흡혈형사 나도열,9693558300,1563579,3,2.9,한국,이시명,액션,코미디,,,,,
용의자X,11241013000,1552055,3,3,한국,방은진,코미디,,,,,,
"나니아 연대기-사자,마녀 그리고 옷장",9409604700,1546914,2,브에나비스타인터내셔널코리아,미국,앤드류 아담슨,어드벤처,드라마,,,,,
무적자,11629780500,1546132,3,2.6,"한국,홍콩,일본,태국",송해성,액션,어드벤처,드라마,,,,
원스어폰어타임,10136738500,1544486,3,(유)씨에이치엔터테인먼트,한국,"정용기,이현석",애니메이션,코미디,어드벤처,,,,
잠복근무,9590415500,1533175,3,2.9,한국,박광춘,범죄,드라마,,,,,
유감스러운 도시,10289635500,1532632,3,2.6,한국,김동원,미스터리,스릴러,,,,,
연애의 목적,9846423390,1524898,3,2.6,한국,한재림,액션,,,,,,
작전,10086067500,1517096,3,2.9,한국,이호재,사극,액션,,,,,
오블리비언,11165841500,1515356,2,1.4,미국,조셉 코신스키,공포(호러),미스터리,스릴러,,,,
권순분여사 납치사건,9807862000,1514708,3,2.1,한국,김상진,액션,어드벤처,드라마,,,,
마다가스카의 펭귄,11450482159,1512340,2,3,미국,"에릭 다넬,사이몬 J.스미스",범죄,드라마,,,,,
엑소더스: 신들과 왕들,12442681926,1511195,2,1.6,"미국,영국,스페인",0.3,범죄,드라마,코미디,,,,
복면달호,9008143000,1507970,3,㈜스튜디오이쩜영,한국,"김상찬,김현수",액션,가족,판타지,어드벤처,,,
스파이더맨 2,9632422500,1506199,2,1.7,미국,샘 레이미,뮤지컬,드라마,,,,,
리틀 포레스트,11926720185,1505852,3,1.1,한국,임순례,드라마,,,,,,
인디펜던스 데이 : 리써전스,12770879840,1500830,2,1.6,미국,롤랜드 에머리히,드라마,,,,,,
황해,11524115000,1497242,3,"2.9,1.6","한국,미국,중국",0.5,액션,드라마,전쟁,,,,
부라더,11783109998,1492903,3,1.1,한국,장유정,미스터리,스릴러,,,,,
,,,0,,,,코미디,액션,,,,,
해무(海霧),11706782519,1475507,3,2.8,한국,심성보,멜로/로맨스,,,,,,
차이나타운,11990370378,1472106,3,CGV아트하우스,한국,한준희,코미디,드라마,,,,,
하울의 움직이는 성,9123456000,1466554,1,"(주)이수C&E,2.1",일본,미야자키 하야오,코미디,,,,,,
스타워즈 에피소드3 - 시스의복수,9325891000,1464792,2,1.3,미국,조지 루카스,드라마,액션,판타지,,,,
주먹이 운다(Crying Fist),9322812000,1462972,3,쇼이스트(주),한국,2.8,액션,범죄,,,,,
브레이킹 던 part1,10692564000,1459449,2,2.8,미국,빌 콘돈,액션,드라마,범죄,,,,
토이 스토리 3,14319338600,1458865,2,1.7,미국,리 언크리치,애니메이션,어드벤처,코미디,,,,
새미의 어드벤쳐 2,10856204000,1457380,0,3,벨기에,벤 스타센,코미디,드라마,,,,,
위대한 개츠비,10581329643,1445248,2,2.2,"미국,호주",바즈 루어만,애니메이션,코미디,액션,어드벤처,가족,SF,
바람의 파이터,9158945500,1442299,3,영화사청어람(주),한국,양윤호,스릴러,미스터리,공포(호러),,,,
인간중독,11284912400,1441973,3,2.8,한국,김대우,판타지,액션,,,,,
다이하드: 굿 데이 투 다이,10825703000,1438056,2,1.6,미국,존 무어,스릴러,,,,,,
거룩한 계보,8759204600,1433696,3,2.6,한국,장진,액션,어드벤처,SF,,,,
탐정 홍길동: 사라진 마을,11516170845,1430885,3,3,한국,조성희,액션,드라마,범죄,,,,
런닝맨,10060239500,1422844,3,1.6,"한국,미국",조동오,드라마,코미디,액션,,,,
마파도2,8362778700,1407141,3,2.6,한국,이상훈,SF,액션,,,,,
벤허,11410860395,1400301,2,2,미국,티무르 베크맘베토브,SF,스릴러,,,,,
